50
6
1
7
9999
161	0
161	0
161	0
161	0
161	0
161	0
161	0
143.0	99.0	0	3.0	0	9999	30000.0	300.0
89.0	159.0	0	10	6.0	20	0.0
76.0	314.0	0	30	9.0	45	0.0
285.0	63.0	0	30	7.0	45	0.0
401.0	325.0	0	7	8.0	14	0.0
16.0	310.0	0	26	6.0	39	0.0
267.0	401.0	0	80	6.0	96	0.0
249.0	123.0	0	110	8.0	132	0.0
477.0	238.0	0	13	8.0	26	0.0
374.0	194.0	0	95	9.0	114	0.0
277.0	101.0	0	88	7.0	110	0.0
445.0	14.0	0	76	8.0	95	0.0
312.0	450.0	0	42	9.0	63	0.0
421.0	213.0	0	95	6.0	114	0.0
79.0	71.0	0	38	6.0	57	0.0
106.0	473.0	0	10	8.0	15	0.0
357.0	205.0	0	22	8.0	44	0.0
65.0	65.0	0	75	6.0	90	0.0
45.0	442.0	0	14	7.0	28	0.0
137.0	46.0	0	24	6.0	30	0.0
1.0	81.0	0	38	7.0	57	0.0
207.0	35.0	0	28	8.0	42	0.0
13.0	182.0	0	90	8.0	108	0.0
354.0	126.0	0	72	9.0	90	0.0
468.0	67.0	0	16	9.0	24	0.0
119.0	391.0	0	115	8.0	138	0.0
90.0	227.0	0	22	6.0	44	0.0
158.0	174.0	0	110	8.0	132	0.0
443.0	226.0	0	75	7.0	90	0.0
326.0	404.0	0	35	8.0	42	0.0
75.0	465.0	0	14	9.0	28	0.0
340.0	325.0	0	24	9.0	48	0.0
192.0	107.0	0	36	7.0	45	0.0
193.0	339.0	0	65	6.0	78	0.0
249.0	454.0	0	44	8.0	55	0.0
73.0	125.0	0	60	7.0	75	0.0
293.0	430.0	0	88	8.0	110	0.0
422.0	235.0	0	65	9.0	78	0.0
295.0	252.0	0	70	9.0	84	0.0
477.0	300.0	0	21	7.0	42	0.0
278.0	408.0	0	24	6.0	36	0.0
74.0	377.0	0	18	9.0	27	0.0
491.0	231.0	0	96	8.0	120	0.0
204.0	475.0	0	32	9.0	40	0.0
70.0	316.0	0	85	8.0	102	0.0
282.0	219.0	0	34	6.0	51	0.0
126.0	412.0	0	25	8.0	30	0.0
244.0	344.0	0	10	9.0	15	0.0
232.0	351.0	0	40	7.0	60	0.0
480.0	493.0	0	76	7.0	95	0.0
63.0	477.0	0	22	9.0	33	0.0
10	10	10	10	10	10	
15	15	15	15	15	15	
15	15	15	15	15	15	
7	7	7	7	7	7	
13	13	13	13	13	13	
16	16	16	16	16	16	
22	22	22	22	22	22	
13	13	13	13	13	13	
19	19	19	19	19	19	
22	22	22	22	22	22	
19	19	19	19	19	19	
21	21	21	21	21	21	
19	19	19	19	19	19	
19	19	19	19	19	19	
5	5	5	5	5	5	
22	22	22	22	22	22	
15	15	15	15	15	15	
14	14	14	14	14	14	
6	6	6	6	6	6	
19	19	19	19	19	19	
14	14	14	14	14	14	
18	18	18	18	18	18	
18	18	18	18	18	18	
8	8	8	8	8	8	
23	23	23	23	23	23	
22	22	22	22	22	22	
22	22	22	22	22	22	
15	15	15	15	15	15	
7	7	7	7	7	7	
14	14	14	14	14	14	
24	24	24	24	24	24	
9	9	9	9	9	9	
13	13	13	13	13	13	
11	11	11	11	11	11	
15	15	15	15	15	15	
22	22	22	22	22	22	
13	13	13	13	13	13	
14	14	14	14	14	14	
21	21	21	21	21	21	
12	12	12	12	12	12	
9	9	9	9	9	9	
24	24	24	24	24	24	
8	8	8	8	8	8	
17	17	17	17	17	17	
17	17	17	17	17	17	
5	5	5	5	5	5	
5	5	5	5	5	5	
20	20	20	20	20	20	
19	19	19	19	19	19	
11	11	11	11	11	11	
