100
6
1
14
9999
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
252	0
4935.0	3165.0	0	8.0	0	9999	8000.0	80.0
4770.0	280.0	0	20	6.0	30	0.0
4255.0	2990.0	0	21	9.0	42	0.0
1445.0	1135.0	0	12	7.0	24	0.0
2685.0	1590.0	0	72	8.0	90	0.0
2570.0	3495.0	0	55	6.0	66	0.0
515.0	585.0	0	5	6.0	10	0.0
2070.0	3810.0	0	28	8.0	35	0.0
2880.0	2630.0	0	30	8.0	45	0.0
4380.0	2765.0	0	100	9.0	120	0.0
2200.0	2935.0	0	36	7.0	45	0.0
3645.0	1645.0	0	24	8.0	30	0.0
4345.0	3510.0	0	30	9.0	36	0.0
3575.0	715.0	0	32	6.0	40	0.0
4000.0	805.0	0	95	6.0	114	0.0
3530.0	2425.0	0	10	8.0	20	0.0
3705.0	4300.0	0	6	8.0	12	0.0
95.0	4065.0	0	56	6.0	70	0.0
4430.0	2780.0	0	14	7.0	28	0.0
2620.0	3690.0	0	15	6.0	30	0.0
2315.0	1580.0	0	26	7.0	39	0.0
325.0	675.0	0	8	8.0	16	0.0
3565.0	2640.0	0	20	8.0	30	0.0
2440.0	1550.0	0	21	9.0	42	0.0
3335.0	2940.0	0	72	9.0	90	0.0
3410.0	2590.0	0	80	8.0	96	0.0
995.0	2150.0	0	18	6.0	36	0.0
4580.0	1290.0	0	11	8.0	22	0.0
4325.0	1850.0	0	12	7.0	18	0.0
4450.0	1965.0	0	120	8.0	144	0.0
2715.0	2230.0	0	60	9.0	75	0.0
695.0	2375.0	0	5	9.0	10	0.0
2250.0	1935.0	0	88	7.0	110	0.0
4945.0	1395.0	0	10	6.0	15	0.0
1075.0	390.0	0	24	8.0	36	0.0
2230.0	1845.0	0	28	7.0	42	0.0
1575.0	1265.0	0	16	8.0	32	0.0
2570.0	3355.0	0	76	9.0	95	0.0
4405.0	3380.0	0	90	9.0	108	0.0
2195.0	2565.0	0	60	7.0	75	0.0
2335.0	3640.0	0	25	6.0	30	0.0
4030.0	3600.0	0	28	9.0	35	0.0
1825.0	4720.0	0	24	8.0	48	0.0
1055.0	2300.0	0	40	9.0	48	0.0
4995.0	4700.0	0	24	8.0	36	0.0
765.0	1605.0	0	17	6.0	34	0.0
3150.0	2300.0	0	68	8.0	85	0.0
3080.0	2585.0	0	14	9.0	21	0.0
0.0	3305.0	0	32	7.0	48	0.0
0.0	2005.0	0	48	7.0	72	0.0
3865.0	3025.0	0	60	9.0	72	0.0
3635.0	4930.0	0	21	7.0	42	0.0
1595.0	750.0	0	24	6.0	48	0.0
2085.0	3350.0	0	20	7.0	30	0.0
3410.0	1715.0	0	40	7.0	50	0.0
3400.0	2705.0	0	13	6.0	26	0.0
1025.0	2610.0	0	84	7.0	105	0.0
4180.0	4145.0	0	88	9.0	110	0.0
3540.0	70.0	0	45	9.0	54	0.0
4140.0	1370.0	0	20	6.0	40	0.0
470.0	3210.0	0	36	9.0	54	0.0
405.0	2730.0	0	28	8.0	42	0.0
3820.0	4585.0	0	10	8.0	20	0.0
3145.0	1330.0	0	18	7.0	36	0.0
1065.0	4850.0	0	35	9.0	42	0.0
1065.0	1230.0	0	18	7.0	27	0.0
405.0	4215.0	0	7	7.0	14	0.0
1940.0	3470.0	0	75	6.0	90	0.0
4760.0	2275.0	0	10	9.0	15	0.0
4735.0	4085.0	0	8	6.0	16	0.0
1945.0	110.0	0	80	8.0	96	0.0
1345.0	800.0	0	13	7.0	26	0.0
3460.0	3530.0	0	6	7.0	12	0.0
